식별자	일자	언론사	제목	본문
01500801.20181004075913001	20181004	영남일보	"[사설] 무기력증 자유한국당, 야당 자각하고 전투력 갖춰야"	"자유한국당이 김병준 위원장의 비상대책위 체제를 출범한 데 이어 조직강화특위를 구성한다. 특위 위원장에는 전원책 변호사가 내정됐다. 전 변호사는 정당 경험은 일천하지만 TV토론회 등에서 보수의 목소리를 대변해 온 대중평론가다. 그는 조강특위에 선임될 외부 인사 3명의 선임권과 함께 당 사무총장 등 당연직 조강특위 위원들의 의결권 배제를 요구했고, 김 위원.."
01101101.20181002050941001	20181002	한국일보	[사설] 한 ‘보수논객’ 손에 인적 청산 전권 쥐어준 자유한국당	자유한국당 비상대책위원회가 주초 조직강화특위 구성을 매듭짓고 전국 253개 당협위원장 교체작업을 본격화할 예정이다. 비대위는 조강특위의 공정성을 담보하기 위해 7명의 위원 중 사무총장 등 당연직 3명 외에 4명을 보수논객인 전원책 변호사 등 외부인사로 구성키로 했다. 특히 외부위원 인선을 전 변호사에게 일임하고 특위 운영의 전권도 주기로 했다. 비대위의..
01100101.20180920210305001	20180920	경향신문	[사설]전 세계가 지지하는 평양선언 혹평하는 자유한국당	자유한국당과 바른미래당 등 보수당이 문재인 대통령과 김정은 북한 국무위원장의 회담 결과를 깎아내리고 있다. 김병준 한국당 비상대책위원장은 20일 “비핵화 문제는 거의 진전이 없고 우리 국방력은 상당히 약화시켜 버렸다”며 “(대북)정찰에서 우리 국방의 눈을 빼버리는 합의를 했다”고 말했다. 또 김관영 바른미래당 원내대표는 “비핵화 조치에서 종전과 크게 달..
01101001.20180801211917001	20180801	한겨레	[사설] 자유한국당의 ‘막가파식’ 기무사 불법행위 비호	"자유한국당이 연일 국군기무사령부의 불법행위를 비호하고 있다. ‘계엄 문건’과 ‘군 면회자 사찰 의혹’ 등을 폭로한 시민단체 대표의 성 정체성을 문제 삼고, 청와대와 이 단체 간의 ‘커넥션 의혹’을 제기하는 등 전방위로 논란을 부추기고 있다.

 김성태 자유한국당 원내대표는 1일 김의겸 청와대 대변인과 군인권센터를 군사기밀보호법 위반 혐의로 검찰에 고발하.."
01500901.20180717223238004	20180717	울산매일	[사설] 자유한국당 울산시당도 혁신작업 서둘러야	"국제정치학에 세력균형이론이 있다. 국가들 사이에 힘이 고르게 분포되어 균형 양태를 이루고 있을 때 국제 정치 체제가 안정적이라고 보는 것이 이 이론의 골자다. 우리의 중앙정치나 지방정치에 적용해도 큰 무리가 없다. 여야가 엇비슷한 힘을 가질 때 견제의 힘은 더욱 커지고, 독선이 발을 붙이지 못하는 것이다. 

어제 자유한국당이 김병준 국민대교수를 혁신비.."
01400501.20180708224132001	20180708	중부일보	[사설] 이국종 유시민 까지 써보자는 자유한국당	자유한국당 임시 지도체제의 윤곽이 이번 주 나올 것으로 주목되는 가운데 비대위원장 추천을 놓고 잡음이 계속되고 있다. 한 마디로 출범까지 험로가 예상되고 있지만 예상되는 위원장 후보 인물마다 여러 뒷말을 낳고 있어서다. 물론 지방선거 참패 후 사실상 당의 실권을 놓고 계파 간 극한 갈등을 연출하는 것 까지는 할 수 없어도 당 수습을 위한 비상대책위원회 ..
01101001.20180708182844001	20180708	한겨레	[사설] 이국종 교수에게 비대위원장 ‘퇴짜’ 맞은 자유한국당	"자유한국당이 이국종 아주대 의과대학 교수 겸 아주대병원 권역외상센터장에게 당 비상대책위원장 직을 제안했다가 거절당했다고 한다. 한편의 정치 코미디일 뿐 아니라, 이런 식으로 혁신을 할 수 있으리라 기대하는 자유한국당 인식이 한심하기 이를 데 없다.

 이국종 교수는 일반 병원이 돈이 안 된다고 외면하는 중증 환자들을 살려내는 데 평생을 바친 훌륭한 의사.."
01500801.20180706082937002	20180706	영남일보	[사설] 다시 기로에 선 자유한국당	"6 13 지방선거의 대참패를 겪은 자유한국당이 재차 기로에 선 분위기다. 선거 직후 패배를 통탄하고 무릎을 꿇으며 자성하는 결의를 보이는 듯했지만, 이내 당내 투쟁에 휘말리면서 혼미한 상황을 연출하고 있다.



한국당은 지방선거 후 비상대책위원회 준비위원회를 발족시키고 당 정비에 돌입했다. 이대로는 안 된다는 위기감이 엄습했기 때문이다. 비대위 준비위.."
01100801.20180705033354002	20180705	조선일보	"[사설] ""비대위원장 안 맡겠다"" 40여 명 후보에게 퇴짜 맞은 자유한국당"	"자유한국당이 외부에서 영입하기로 한 비상대책위원장 후보들이 대부분 거부 의사를 밝히고 있다고 한다. 112석의 의석을 가진 제1야당이 당권(黨權)을 맡기겠다는데도 손사래를 친다는 것이다. 비대위원장 후보군은 세 차례 대선에 출마하고 정계를 은퇴한 이회창 전 한나라당 총재, 박근혜 전 대통령에게 탄핵 선고를 내린 이정미 전 헌법재판관을 포함해 40명이 넘.."
01101001.20180621174956002	20180621	한겨레	"[한겨레 사설] 자유한국당, 지금 ‘친박-비박’ 싸움할 때인가"	"6 13 지방선거 참패 이후 당의 새 진로를 모색중인 자유한국당이 21일 의원총회를 열어 쇄신책을 논의했지만 친박계와 비박계가 대립하며 오히려 갈등의 골만 깊어졌다. 선거 패배 이후 일주일이 넘었지만 수습 방향을 놓고 갑론을박만 계속할 뿐 가닥을 잡지 못하고 있다. 이처럼 고질적인 계파 싸움이 재연된다면 당이 더욱 나락으로 빠져들 게 분명하다.

 이날.."
01400501.20180620224520002	20180620	중부일보	[사설] 탈당 빗장 연 자유한국당 서청원 의원	"결국 자유한국당의 탈당 물꼬가 트였다. 서청원(8선 경기 화성갑) 의원이 어제 탈당했다. 서 의원의 정치권 무게를 감안해도 늦었지만 그래도 탈당은 어쩔 수 없는 현실이 된지 오래다. 서 의원은 “오늘 오랫동안 몸담고 마음을 다한 당을 떠난다”며 “당이 해체의 위기에 몰린 상황에서, 이젠 제가 당에 도움을 드릴 수 없기에 조용히 자리를 비켜드리겠다”는 말.."
01400351.20180620220051001	20180620	중도일보	"[사설] 자유한국당 활로, 민심 읽는 데 있다"	지방선거에서 참패한 자유한국당의 내홍이 깊어지고 있다. 김성태 대표 권한대행의 중앙당 해체와 외부인사로 구성된 비상대책위원회에 전권을 맡기는 혁신안은 소속 의원의 반발 등 논란이 증폭되고 있다. 당원들의 총의를 모으지 않고 독단적으로 결정한 사당의 행태라는 비판도 나오는 모양이다. 기록적인 선거 패배의 충격에서 벗어나지 못하는 사정을 이해하지 못할 바는..
01400501.20180619233449003	20180619	중부일보	[사설] 모두 수술대 올라야 산다는 자유한국당	어수선 하다못해 어지럽다. 자유한국당의 내홍이다. 결국 김성태 대표 권한대행은 어제 자신이 내놓은 쇄신안에 대한 당 일각의 반발과 관련해 결심한 듯 얘기했다. “우리가 모두 수술대 위에 올라가야 한다” 는 것이다. 물론 우리는 한국당 모두를 지칭한 것이고 거부하는 환자는 반발세력을 지칭하는 듯 보인다. 물론 그의 얘기대로 대수술을 받기 전에는 수술을 거..
01101001.20180617172843001	20180617	한겨레	"[한겨레 사설] 자유한국당, ‘사죄 쇼’보다 국회부터 정상화하라"	"자유한국당 국회의원들이 지난 15일 국회의사당 중앙홀 바닥에 무릎을 꿇었다. 지방선거 참패에 대한 대국민 사죄를 한다는 의미였다. 그들이 무릎 꿇은 중앙홀 뒤편엔 ‘저희가 잘못했습니다’라고 적힌 대형 펼침막이 내걸렸다. 신보라 원내대변인은 “국민들께서 등을 돌린 참담한 현실 앞에 처절하게 사죄드리며 반성문을 올린다. 다시 태어나겠다”고 말했다.

 ‘박.."
01500601.20180613050102001	20180613	매일신문	[사설] 자유한국당 참패는 환골탈태하라는 국민의 요구	"이번 6 13 지방선거 결과는 더불어민주당의 압승, 여타 정당의 참패로 요약된다. 자유한국당은 처참하게 깨졌고 바른미래당, 민주평화당, 정의당은 존재조차 미미했다. 선거 관련자 모두 이런 결과를 짐작하고 있었지만, 막상 투표함을 열고 보니 그 충격파가 상당하다. 단순한 압승 정도가 아니라 대구 경북과 제주 일부를 제외한 상당수 지방 권력이 민주당에게 넘.."
01101001.20180606054854001	20180606	한겨레	[한겨레 사설] ‘매크로 조작’ 자유한국당이 12년 전부터 했다니	"자유한국당 전신인 한나라당과 새누리당이 2006년부터 각종 선거 때마다 ‘매크로(자동입력반복) 프로그램’을 활용해 포털과 에스엔에스(SNS)에서 여론을 조작한 정황이 포착됐다. 2004년부터 2012년까지 한나라당 ㅇ국회의원 사무실에서 일했던 ㄱ씨의 폭로인데, 증언이 매우 구체적이다. 사실 관계를 좀더 따져봐야겠지만 개인이 아닌 정당 차원의 선거조직이 .."
01500601.20180522034405001	20180522	매일신문	[사설] 자유한국당이 스스로 초래한 무소속 돌풍	"6 ?3 지방선거에서 대구경북 기초단체장에 출마한 무소속 후보들이 돌풍을 일으킬 것으로 보여 결과가 궁금해진다. 이번의 무소속 돌풍은 어느 때보다 강력해 대구경북에서 수십 년간 지속돼온 자유한국당 일당 독점 체제를 무너뜨리는 계기가 될 것이라는 전망도 나온다. 이는 한국당의 공천 실패에 따른 결과로, 자업자득의 성격이 짙다 보니 지역민의 실망감도 클 .."
01500301.20180507223652002	20180507	경상일보	[사설]강길부 의원의 자유한국당 탈당과 울산 정치	강길부 의원이 6일 자유한국당 탈당했다. 그의 탈당시기가 6 13지방선거를 한달여 앞둔 시점이라는 점에서 이번 선거에 어떤 변화를 초래할 지 관심이 모아지고 있다. 그는 곧바로 다른 정당으로 입당하지 않고 무소속으로 남아 있겠다고 했지만 더불어민주당 입당이 멀지 않다고 본다. 민주당의 입장에서도 1석이 절실한데다 이번 지방선거에서 울산시장 선거에 거는 ..
01101101.20180429050437002	20180429	한국일보	[사설] '냉전 보수'의 몽니만 고집하는 딱한 자유한국당	"자유한국당의 남북정상회담 흠집내기가 도를 넘고 있다. 홍준표 대표는 29일 “한 번 속으면 속인 놈이 나쁜 놈이고, 두 번 속으면 속은 사람이 바보고, 세 번 속으면 그 때는 공범이 된다”며 3일째 남북정상회담 성과를 깎아 내렸다. 홍 대표는 정상회담 당일인 27일 남북정상회담을 “김정은과 문재인 정권이 합작한 위장 평화쇼”라고 했고, 28일에도 “김정.."
01101001.20180429183822001	20180429	한겨레	"[한겨레 사설] 자유한국당의 ‘판문점 선언’ 흠집내기, 지나치다"	온 국민은 물론 전 세계가 남북 정상의 ‘판문점 선언’을 평가하는 가운데 마치 외계인 같은 반응을 보이는 이들이 있다. 홍준표 자유한국당 대표는 회담 당일인 27일 “남북 위장 평화쇼” “김정은이 불러준 대로 받아 적었다”고 에스엔에스에 올리더니 28일과 29일 “미국은 이런 유의 위장평화 회담은 하지 않을 것” “세번 속으면 그때는 공범”이라고 비난을..
01500801.20180427075226001	20180427	영남일보	[사설] 자유한국당의 여론조사 불신까지 이어진 공천 파동	자유한국당의 공천 후유증이 어디까지 갈 것인지 참으로 볼썽사납다. 경선과 단수추천 결정에는 합리적 기준과 원칙이 실종됐고 당협위원장들의 무리한 개입은 공천 전횡으로 치닫고 있다. 공천 잡음이 사상 유례없을 정도로 증폭되고 있는 가운데 여론조사에 대한 불신까지 제기되면서 막장 공천의 끝이 어디까지인지 가늠하기 어렵다. 한국당의 이러한 공천 파동은 우호적인..
01500901.20180422223137002	20180422	울산매일	[사설] ‘막장 드라마’ 쓰고 있는 자유한국당 울주 공천	"자유한국당이 울주군수 공천을 놓고 그야말로 막장 드라마를 써 내려가고 있다. 자유한국당 울산시당과 중앙당 공관위는 최근 5명의 후보가 난립한 울주군수 후보를 100% 일반유권자 여론조사로 결정하겠다는 방침을 결정했다. 그러자 현재 울주군 당협위원장인 강길부 국회의원이 ""지방선거 공천은 해당 지역구의 당협위원장의 의견을 존중하는 것이 관례""라며 강하게 반.."
01500401.20180417000420001	20180417	국제신문	[사설] 세월호 4주기 추도식에 불참한 자유한국당	어제 세월호 참사 4주기를 맞아 경기도 안산 정부합동분향소에서 열린 여야 지도부 추모식에 자유한국당만 불참했다. 그 시간에 한국당은 국회에서 의원총회를 열어 ‘민주당원 댓글 조작’ 사건과 외유성 출장 의혹으로 사퇴 압박을 받고 있는 김기식 금융감독원장에 대한 대응 방안을 논의했다. 지방선거 정국의 블랙홀로 불거진 두 사안의 중대성을 이해 못하는 건 아니..
01400501.20180416232903001	20180416	중부일보	[사설] 자유한국당의 반성과 경고	"자유한국당이 이번 6 13 지방선거에서 주요 슬로건으로 활용할 내용을 선정했다. ‘절대 권력은 절대 부패한다. 우리도 그래서 망했다’는 문구다. 이에 앞서 한국당 경기지사 후보인 남경필 지사도 며칠 전 페이스북을 통해 이와 비슷한 ‘오만한 청와대, 침묵하는 여당 우리도 이러다 망했습니다’라는 글을 올려 주목을 끈 바 있다. 남 지사는 바로 얼마 전 침묵.."
01500601.20180403091733002	20180403	매일신문	"[사설] 자유한국당, 지방분권에 언제까지 딴지만 걸 것인가"	"자유한국당이 3일 기자간담회에서 소개한 자체 개헌안이 논란을 부르고 있다. 이름만 ‘분권형 대통령제’라고 칭했을 뿐, 그 내용을 뜯어보면 의원내각제와 다를 바 없어 ‘눈속임’ 내지 ‘딴지 개헌안’이라는 비판에 직면해 있다. 야당 입장에서는 정부 개헌안과는 차별적인 내용을 내놓을 수밖에 없었겠지만, 지방분권까지 딴지를 걸고 가로막는다면 큰 문제가 아닐 수.."
01101001.20180403180833001	20180403	한겨레	"[한겨레 사설] 자유한국당의 개헌안 발표, 개헌 집중 논의 계기로"	"자유한국당이 3일 자체 개헌안을 내놓았다. 때늦은 감이 있지만 그래도 의미가 있다. 국회 개헌 논의 테이블엔 대통령 개헌안과 제1야당 개헌안이 나란히 놓이게 됐다. 엇갈리는 내용이 많지만 절충이 불가능하지 않다. 논의를 서두르면 국회가 개헌을 주도할 기회는 여전히 남아 있다.

 

 자유한국당 개헌안엔 긍정적인 부분이 적지 않다. 감사원과 대법원, 헌.."
01500601.20180402095508001	20180402	매일신문	"[사설] 말도 많고 탈도 많은 자유한국당 대구 공천, 실망스럽다"	"자유한국당이 6월 지방선거에 나설 일부 기초단체장`지방의원 후보를 발표하고 나니 온통 시끄럽다. 공천 탈락자들은 ‘사천’(私薦), ‘불공정 결정’이라고 강하게 반발했고, 일부는 탈당해 출마하겠다고 했다. 탈락자의 반발이야 늘 있는 일이긴 하지만, 그 어느 때보다 탈락자의 항변이 가슴에 와 닿는 경우가 많아 씁쓸하기 짝이 없다. 

이번 공천에 국회의원 .."
01101001.20180329175827001	20180329	한겨레	[한겨레 사설] ‘세월호 참회’ 없이 자유한국당 미래 없다	"자유한국당이 세월호 참사 당시 박근혜 전 대통령의 7시간 행적에 대한 검찰 수사 결과를 놓고 참회하기는커녕, 진상 규명을 요구한 ‘촛불 시민’이 석고대죄해야 한다는 적반하장식 논평을 냈다 뒤늦게 번복했다. 세월호만 나오면 경기 일으키듯 반응하는 자유한국당 태도는 문제다. 남 탓만 할 게 아니라 참사를 통해 드러난 집권 시절 잘못을 철저히 반성해야 한다..."
01500151.20180327170930004	20180327	경남도민일보	[사설]도 넘은 자유한국당 경찰 비판	자유한국당의 경찰 비판이 경찰 조직 전체와의 싸움으로 번지고 있다. 다툼에는 이유가 있는 것이고 대부분의 구설수는 자신으로부터 비롯된다고 하지만 무릇 다툼에는 격이란 것이 있어야 한다. 명색이 제1야당이라며 다가올 지방선거에서 기호 2번을 주지 않으면 선거 등록을 하지 않겠다며 어깃장을 부리는 정당의 대표가 경찰 조직 전체를 싸잡아 비난하는 것은 국민의..
01101001.20180316175853001	20180316	한겨레	[한겨레 사설] 또 바뀐 자유한국당 ‘개헌 시간표’ 믿을 수 있나	"자유한국당이 16일 개헌의 주요 쟁점인 권력구조에 관해 개략적이나마 의견을 냈다. ‘개헌안 6월 발의’란 일정도 내놓았다. 개헌 내용과 시기에 관해 구체적 의견을 처음으로 제시했다는 점은 일단 긍정적이다. 그럼에도 불구하고 여러 면에서 문재인 대통령이 개헌안 발의를 예고하자 일단 이걸 멈춰보고자 하는 ‘시간벌기용 꼼수’란 의구심을 떨칠 수 없다.

 무.."
01500601.20180312092647003	20180312	매일신문	"[사설] 자유한국당, 벌써부터 시끄러워서야 공정한 경선이 될까"	"자유한국당의 자치단체장`지방의원 공천 신청이 11일 마감되면서 치열한 당내 경쟁이 펼쳐지게 됐다. 대구경북에서는 선거구별로 3, 4대 1의 높은 경쟁률을 나타냈다고 하니 예년과 같이 ‘공천=당선’ 등식이 성립되는 듯한 분위기다. 이런 상황에서 한국당이 국회의원 주도의 전략공천을 확대할 움직임까지 보이고 있어 민심을 왜곡하는, 불합리한 선거 결과가 나올 .."
01500901.20180312223052001	20180312	울산매일	[사설] 현역 프리미엄 선거 치르려는 자유한국당 울산시당	"자유한국당 울산시당이 어제 6.3 지방선거에 나설 공천후보자 신청을 마쳤다. '텃밭'을 지켜야 하는 자유한국당이 울산지역에 어떤 후보를 낼지 유권자들의 관심이 클 수 밖에 없었다. 

공천신청 마감결과 5개 기초단체장 선거에 모두 12명이 공모를 신청했다. 광역의원 선거에도 18개 선거구에 27명이 신청서를 냈다. 지난 2014년 지방선거 때 기초단체장.."
01101001.20180225183813001	20180225	한겨레	"[한겨레 사설] 자유한국당의 ‘막가파식’ 김영철 방남 반대, 도 넘었다"	"북한 김영철 노동당 부위원장 겸 통일전선부장의 방남에 반대하는 자유한국당의 막무가내 행태가 도를 넘어서고 있다. 김 부위원장 일행의 평창행을 막겠다며 1박2일 밤샘 농성을 하는가 하면, 문재인 정부에 대해 “이적행위” “연방제 통일 추진” 등등 마구잡이 색깔론을 서슴지 않고 있다. 

 자유한국당 김성태 원내대표와 김무성 의원 등은 24일 오후부터 경기.."
01600501.20180212201123002	20180212	무등일보	"사설(하) 자유한국당 어깃장, 또 발목잡힌 '5 18 특별법'"	"'5 18 민주화운동 진상규명 관련 특별법안(이하 5 18 특별법)'은 38년여 동안 이루어지지 않고 있는 80년 광주 5월의 진실을 밝혀줄 근거법이다. 제대로 된 진상규명과 함께 그 책임자들을 역사의 심판대에 올려 정의를 바로 세우기 위함이기도 하다. 우여곡절 끝에 2월 임시국회 본회의 상정이 예정됐던 '5 18 특별법'의 처리가 다시 불투명해졌다.
.."
01500401.20180203220409001	20180203	국제신문	[사설] 도 넘은 자유한국당의 지방분권 개헌 딴지	자유한국당의 지방분권 개헌 발목잡기가 도를 넘어서고 있다. 홍준표 자유한국당 대표는 최근 나온 더불어민주당의 지방분권 개헌안에 대해 “국민을 현혹하는 거짓 선동” “정권의 실정을 감추기 위한 정치적 책략” 등의 거친 표현을 사용하며 비난의 수위를 높였다. 한술 더 떠 같은 당 김성태 원내대표는 “지방분권을 중심으로 개헌을 하겠다”고 밝힌 지난 1일 문재..
01101001.20180202175854001	20180202	한겨레	[한겨레 사설] 자유한국당과 조선일보의 악의적 ‘개헌 색깔론’	"개헌안의 구체적 내용이 논의되자 자유한국당과 보수언론이 일제히 ‘색깔공세’를 펴고 나섰다. ‘사회주의 헌법’이라는 주홍글씨는 약과다. 사소한 실수를 꼬투리 잡아 ‘주사파 본색’, ‘사회주의 체제로 변경하려는 목적’이라고 단정하니 할 말을 잃게 된다.

 민주당이 1일 개헌 의총 결과를 설명하며 헌법 4조의 ‘자유민주적 기본질서’를 ‘민주적 기본질서’라고.."
01101001.20180109202016001	20180109	한겨레	"[한겨레 사설] ‘UAE 헛발질’, 자유한국당 조선일보 책임 느껴야"	"임종석 청와대 비서실장의 아랍에미리트(UAE) 방문을 둘러싼 ‘의혹’의 베일이 어느 정도 벗겨졌다. 칼둔 아부다비 행정청장 방한과 김태영 전 국방부 장관 인터뷰 등을 통해, ‘탈원전 정책’과는 무관하다는 점이 분명해졌다. 오히려 과거 보수정권의 원전 수주 문제점, 보수언론의 무책임한 보도, 자유한국당의 정략적 공세가 빚어낸 ‘헛발질’로 확인되고 있다.
.."
01101001.20171218180953001	20171218	한겨레	"[한겨레 사설] 자유한국당, ‘내년 6월 개헌’ 여부 분명히 밝혀라"	"올해 초부터 가동중인 국회 헌법개정특별위원회(개헌특위)의 활동 시한이 이달 말로 다가오면서 특위 활동을 계속할지말지 결정해야 할 때가 됐다. 애초 국회는 내년 6월 지방선거 때 개헌 국민투표를 함께 실시한다는 전제 아래 개헌특위를 가동했지만, 여야 간 개헌 논의가 순조롭지 못해 난항을 겪고 있다. 특히 홍준표 자유한국당 대표가 지방선거와 개헌 동시투표에.."
01600501.20171214194043003	20171214	무등일보	사설(상) '5 18 특별법' 국회처리 발목잡은 자유한국당	"'5 18민주화운동 진상규명 특별법(5 18 특별법)'국회 처리에 다시 제동이 걸렸다. 지난 11일 관련법안에 대한 국회 국방위원회 법안심사소위원회 의결로 본회의 통과에 청신호가 켜지면서 기대감을 높였다. 하지만 13일 국방위 전체회의에서 자유한국당이 ""공청회를 개최해야 한다""며 법안 심의를 미뤄 이번 임시국회 통과가 난망하게 됐다.
한국당이 5 18 .."
02100101.20171213000259001	20171213	매일경제	[사설] 김성태 자유한국당 새 원내대표가 해야 할 일	"12일 새로 선출된 김성태 자유한국당 원내대표에게는 어느 때보다 무거운 짐과 역할이 부여돼 있다. 친홍준표 세력, 친박근혜 세력 그리고 중립지대 세력 등 3개 파벌 간의 세싸움 끝에 지휘봉을 잡았지만 원내 두 번째로 많은 의석을 가진 제1야당으로서의 모습을 빨리 찾아야 하기 때문이다. 자유한국당의 세력 분포를 보면 쉽게 알수 있듯 과거처럼 당내 절대적인.."
01500601.20171211101853002	20171211	매일신문	[사설] 지방분권개헌에 딴지 걸면서 표는 달라는 자유한국당	"내년에 실시될 지방선거는 지방분권개헌을 관철시킬 ‘골든 타임’이다. 이 시기를 놓치면 지방분권개헌은 사실상 물 건너가고 다음을 기약하기조차 어렵다. 내년 지방선거와 동시에 지방분권개헌안 국민투표를 반드시 실시해야 할 당위성이 여기에 있다. 하지만 이런 시대적 소명에 대해 자유한국당이 보이고 있는 태도는 매우 유감스럽다. 

자유한국당은 지방분권에 대한 .."
01101001.20171120201832001	20171120	한겨레	[한겨레 사설] ‘국정원 상납’ 본질 덮는 자유한국당의 물타기	"자유한국당이 뜬금없이 검찰의 특수활동비(특활비)를 물고 늘어지고 있다. 홍준표 대표는 검찰 특활비가 매년 법무부에 건네졌다며 법무부 장관과 검찰총장 수사를 요구했다. 23일엔 박상기 법무부 장관을 불러 이 문제로 현안질의를 벌인다고 한다. 국정원 특활비 사건의 본질을 덮고 쟁점을 흐리게 하려는 ‘물타기’ 아닌지 의심스럽다. 

 물론, 검찰의 특활비 가.."
02100101.20171104000234001	20171104	매일경제	[사설] 박근혜 출당 둘러싼 자유한국당의 지리멸렬한 모습을 보며	자유한국당이 3일 박근혜 전 대통령에 대한 출당 조치를 확정했다. 오전 최고위에서 표결로 의결을 하지 않고 홍준표 대표에게 결정을 위임해 홍 대표가 오후 기자간담회를 열어 발표하는 식으로 마무리 지었다. 당 윤리위 규정상 탈당 권유 통지를 받고 이의를 제기할 수 있는 열흘 이내에 반응을 보이지 않자 강제 처분을 한 것인데 친박 세력의 반발도 컸고 정치적..
01101101.20171103050917002	20171103	한국일보	[사설] 박근혜 출당한 자유한국당이 가야 할 길	자유한국당이 3일 ‘정치적 1호 당원’인 박근혜 전 대통령을 제명했다. 홍준표 대표는 이날 기자회견을 열고 “오늘로 박 전 대통령 당적이 사라졌다”고 밝혔다. 박 전 대통령이 4월 기소돼 당원권이 자동 정지된 지 6개월 여만이다. 앞서 한국당은 최고위원회의를 열어 박 전 대통령 제명안을 논의했으나 친박계가 표결 처리를 주장하며 맞서자 홍 대표에게 결정을..
01101001.20171026183815001	20171026	한겨레	[한겨레 사설] ‘공영방송 정상화’ 가로막는 자유한국당의 몽니	방송통신위원회(방통위)가 26일 김경환 상지대 교수와 이진순 민주언론시민연합 정책위원을 <문화방송>(MBC) 대주주인 방송문화진흥회(방문진) 보궐이사로 선임하기로 의결했다. 두 사람의 선임으로 공석이 채워짐에 따라 옛 여권 우위의 방문진 구도가 옛 야권 우위로 바뀌게 됐다. 그동안 제구실을 못 한 방문진이 장기 파업사태 해결에 속도를 낼 수 있게 된 것..
01101001.20171022175806001	20171022	한겨레	"[한겨레 사설] ‘박근혜 출당’ 놓고 이전투구, 자유한국당의 꼴불견"	"박근혜 전 대통령의 출당을 놓고 자유한국당의 홍준표 대표와 친박 세력 간의 내분이 극심한 양상으로 치닫고 있다.

 친박 핵심인 서청원 의원은 22일 박 전 대통령과 자신 그리고 최경환 의원에게 ‘탈당 권유’ 결정을 내린 홍준표 대표의 퇴진을 요구했다. 서 의원은 특히 “2015년 홍 대표가 고 성완종 전 경남기업 회장으로부터 1억원을 받은 혐의로 검찰.."
01500801.20170929075705001	20170929	영남일보	[사설] 자유한국당은 정치보복을 말할 자격 없다	"북한의 핵 도발로 한반도가 6 25전쟁 이후 최고의 위기를 맞고 있지만 우리 정치권은 한가하기 짝이 없다. 민주당은 적폐청산을 내세워 사정의 드라이브를 걸고, 자유한국당은 정치보복 프레임으로 연일 맞불을 놓고 있다. 외교 안보에 여야가 한목소리로 대응해야 할 절체절명의 시기다. 소모적인 정쟁에 골몰하는 정치권의 시국관이 의심받을 수밖에 없다. 수사까지 .."
01101001.20170925181848001	20170925	한겨레	[한겨레 사설] ‘안보 위기’에도 청와대 회동 거부하는 자유한국당	"문재인 대통령이 오는 27일 여야 5당 지도부 회동을 제안했지만 자유한국당은 또다시 불참 의사를 밝혔다. 북핵 위기가 날로 가중되고 있는 상황에서 ‘안보 회동’ 성격을 띤 이번 만남을 자유한국당이 거부하는 것은 명분도, 실리도 없는 정치적 자충수에 가깝다. 지금의 안보 상황은 여야 정당이 이해득실이나 모양새를 따지고 있을 만큼 한가하지 않다. 

 문 .."
01101101.20170924050716003	20170924	한국일보	[사설] 정치혐오 부르는 자유한국당의 막말 퍼레이드	"정진석 자유한국당 의원이 20일 SNS(사회관계망서비스)에 올린 노무현 전 대통령 관련 글의 파문이 크다. 정 의원은 노무현 전 대통령의 죽음에 대해 “검찰 조사를 받은 뒤 부부 싸움 끝에 권씨는 가출을 하고, 그날 밤 혼자 남은 노 대통령이 스스로 목숨을 끊은 사건”이라고 주장했다. 당장 여당인 더불어민주당은 물론, 국민의당 정의당까지 “MB 정부의 .."
01101001.20170917182848002	20170917	한겨레	[한겨레 사설] 자유한국당의 ‘막말’과 ‘생트집’은 어디까지인가	"자유한국당의 문재인 정부에 대한 막말과 생트집이 도를 넘어서고 있다. 지난해 탄핵정국 이후 쪼그라든 존재감을 북핵 위기를 이용해 되살려보려는 의도겠지만, 그럴수록 무너지는 건 보수정당으로서의 자존감임을 알아야 한다.

 15일 저녁 대구에서 열린 ‘문재인 정권 5천만 핵인질 공영방송장악 저지 대구 경북 국민보고대회’에서 이재만 자유한국당 최고위원은 “문.."
01100101.20170910211952001	20170910	경향신문	[사설]보이콧 철회 자유한국당 이젠 국회에서 제대로 하라	자유한국당이 11일부터 국회 보이콧을 철회하기로 했다. 이날 아침 의원총회에서 보이콧 철회를 최종 확정하면 국회는 1주일 만에 정상화한다. 한국당의 보이콧 전격 철회는 당초 예상보다 냉담한 여론 앞에서 명분 없는 장외투쟁을 더 이상 끌고 가기 어려웠기 때문일 것이다. 한국당은 더불어민주당이 작성했다는 이른바 ‘언론장악 문건’에 대한 국정조사 추진을 복귀..
01100201.20170907173755002	20170907	국민일보	"[사설] 자유한국당, 국회 복귀가 마땅하다"	정기국회가 시작되자마자 자유한국당이 국회 보이콧을 하더니 거리투쟁까지 하겠다고 나섰다. 자유한국당은 MBC 사장에 대한 체포영장 발부가 언론장악 음모라며 정기국회 일정에 참여하지 않겠다고 지난 주말 결정했다. 6일에는 의원총회를 통해 이번 주말에 강남에서 국민보고대회를 갖겠다고 했다. 예결산심의와 각종 현안이 쌓여있는 정기국회를 외면하고 국회 밖으로 나..
