식별자	일자	언론사	기고자	제목	통합 분류1	통합 분류2	통합 분류3	사건/사고 분류1	사건/사고 분류2	사건/사고 분류3	인물	위치	기관	키워드	특성추출	본문	URL	분석제외 여부
01500401.20120724200927001	20120724	국제신문	유정환	1면/사설/민주당 토론회	정치>선거						"김영환,손학규,문재인,김정길,김두관,조경태,정세균,박준영"	"서울,중구"	"MBN,민주통합당,민주당"	"1면,사설,민주당,토론회,스튜디오,서울,중구,MBN,토론회,민주통합당,대선,후보,예비경선,후보들,기념촬영,왼쪽,후보,조경태,정세균,김정길,김영환,김두관,문재인,손학규,박준영"	"토론회,서울,조경태,민주통합당,예비경선,중구,김두관,김영환,문재인,1면,김정길,손학규,기념촬영,정세균,후보들,민주당,박준영,mbn,후보,사설,스튜디오,왼쪽,대선"	23일 서울 중구 MBN 스튜디오에서 열린 민주통합당 대선 후보 예비경선 토론회에서 후보들이 손을 모으고 기념촬영을 하고 있다. 왼쪽부터 조경태 정세균 김정길 김영환 김두관 문재인 손학규 박준영 후보. 이용우 기자 ywlee@kookje.co.kr		
01500401.20120724200714001	20120724	국제신문	유정환	4면/사설/민주당	정치>선거	 정치>행정_자치	 정치>국회_정당				"김영환,손학규,임채정,문재인,김두관,김정길,조경태,정세균,후보자,박준영"	"서울,여의도"	"민주통합당,국회,이해찬,공명선거실천"	"4면,사설,민주당,23일,당대표실,서울,여의도,국회,민주통합당,당대표실,선출,대통령,선거,후보자,공명선거실천협약식,대선주자들,공명선거,다짐,왼쪽,정세균,김영환,김두관,김정길,박준영,후보,이해찬,당대표,임채정,선거,관리,위원장,문재인,조경태,손학규,후보"	"공명선거,임채정,서울,당대표실,정세균,문재인,후보자,4면,대선주자들,민주당,협약식,김두관,김정길,여의도,민주통합당,김영환,당대표,위원장,조경태,박준영,이해찬,손학규,공명선거실천협약식,후보,선거,대통령,사설,대선,국회,실천,주자,왼쪽,다짐,관리,선출"	"23일 오전 서울 여의도 국회 민주통합당 당대표실에서 열린 제18대 대통령 선거 후보자 선출을 위한 공명선거실천협약식에서 대선주자들이 공명선거를 다짐하고 있다. 왼쪽부터 정세균 김영환 김두관 김정길 박준영 후보, 이해찬 당대표, 임채정 선거관리위원장, 문재인 조경태 손학규 후보. 이용우 기자 ywlee@kookje.co.kr"		
02100311.20160317062959212	20120723	서울경제		[사설] 민주당의 뻔뻔한 '박지원 방탄국회' 꼼수	정치>행정_자치	 정치>국회_정당	 사회>사건_사고				"임석,박"		"민주통합당,민주당,검찰,저축은행,중앙수사부,고위공직자비리수사처,박지원 방탄국회"	"민주당,박지원,방탄,국회,꼼수,혐의,저축은행,비리,연루,검찰,수사,원내대표,박지원,민주통합당,검찰,번째,모습,소환,불응,이날,국회,정치생명,청탁,대선,강압,표적수사,검찰,비난,민주당,원내대표,2차,소환시기,폐지,대검,중앙수사부,고위공직자비리수사처,설치,골자,검찰개혁,7대,당론,추진,검찰,맞불,대응,원내대표,민주당,야당,탄압,검찰,공작수사,명분,적법,절차,조사,불응,총선,회장,임석,솔로몬저축은행,1억,불법,정치자금,혐의,원내대표,저축은행,업자,진술,검찰,사실관계,조사,검찰,조사,국회의원,신분,도구,나라,법치주의,오만불손,처사,국회의원,체포,특권,비판,사실,할복,정치생명,운운,출두,자신,결백,소명,검찰,결국,원내대표,강제구인,모양,미지수,민주당,다음달,3일,임시국회,8월,임시국회,분위기,회기,국회,동의,국회의원,구금,체포,불체포특권,염두,처리,대법관,임명동의안,지연,소집,8월,임시국회,포석,의심,의정,수요,연중,국회,특정,의원,보호,방탄용,개원,국회,선진화,찬물,행위,민주당,원내대표,구태,선거공약,개혁정책들,한마디,국민,기만"	"원내대표,국회의원,민주당,저축은행,박지원,임시국회,정치생명,중앙수사부,검찰개혁,7대,대법관,임명동의안,1억,솔로몬저축은행,임석,민주통합당,한마디,개혁정책들,법치주의,오만불손,선거공약,고위공직자비리수사처,당론,방탄용,정치자금,미지수"	"저축은행 비리연루 혐의로 검찰 수사를 받고 있는 박지원 민주통합당 원내대표가 23일 검찰의 두번째 소환통보에도 끝내 모습을 드러내지 않았다. 소환에 불응한 그는 이날 국회에서 ""정치생명을 걸고 돈이나 청탁을 받은 바 없으며 대선을 앞두고 강압 표적수사를 하는 것""이라고 검찰을 강력히 비난했다. 민주당은 박 원내대표의 2차 소환시기에 맞춰 대검 중앙수사부.."	http://www.sednews.com/NewsView/1HP5KCMV15	
01200101.20160216073517578	20120723	경기일보	경기일보	"[사설] 도의회 민주당, 김두관 공백은 어떻게 설명하려나"	정치>행정_자치	 정치>국회_정당					김	"지사도,경남,경상남도,경기도"	"민주통합당,민주당,경기일보,경기도의회,특별위원회,새누리당,부지사,경상남도"	"도의회,민주당,김두관,공백,설명,도의회,본회의장,쟁탈전,민주통합당,제출,김문수,도지사,도정,공백,방지,특별위원회,민주당,지사,대선,행보,도정,공백,감시,새누리당,부당,경선,관여,19일,본회의장,점거,새누리당,의원,저지,민주당,의원,몸싸움,여야,합의,최악,충돌,사태,충돌,가능성,민주당,대선,출사표,광역,단체장,민주당,김두관,경남지사,김문수,지사,김두관,지사,입장,사람,예산,지역주민,생활,김문수,지사,인구,1천,도민,25조,예산,집행,입장,김두관,지사,인구,3백,6조,예산,정리,입장,도민,결정,사회,문화,경제,교통,사람,결제,좌우,유일한,차이,여부,지사직,사퇴,민주당,지사,경기지사,경선,참여,도정,공백,주장,특위,이름,방지,김문수,도지사,도정,공백,특별,위원회,논리,적용,도정,공백,경상남도,경상남도,지사,보궐,선거,5개월,상황,부지사,임채호,경남,민선시대,중대결정,국민,민주당,대권,후보,지사,사퇴,시작,민주당,김문수,특위,설득력,방향,경기도의회,민주당,감시,도정공백,경기도정,대권,경선,활용,관권,선거,감시,경기도,조직,대권,경선,연결,관선조직,감시,얘기,경기일보,www.kyeonggi.com,무단전재,재배포금지"	"민주당,김문수,경남,김두관,본회의장,새누리당,도정공백,임채호,5개월,6조,지사직,위원회,도의회,도지사,경기지사,경상남도,무단전재,유일한,중대결정,관선조직,민주통합당,경기일보"	"도의회에서 본회의장 쟁탈전이 벌어졌다. 민주통합당이 제출한 '김문수 도지사 도정공백 방지를 위한 특별위원회'를 두고서다. 민주당은 김 지사의 대선 행보로 빚어질 도정 공백을 감시하겠다고 나섰고, 새누리당은 부당한 경선 관여라며 막아서고 있다. 19일 오후에는 본회의장을 점거한 새누리당 의원과 이를 저지하려는 민주당 의원들간의 몸싸움까지 벌어졌다. 이후 .."	http://www.kyeonggi.com/news/articleView.html?idxno=595203	
02100311.20160317062632199	20120720	서울경제		[사설] 노사평화 깨려는 민주당의 역주행	정치>행정_자치	 정치>국회_정당					추미애	"개정안,독일,프랑스,미국,영국"	"개정안,민주통합당,노동조합,민주당,노사정,일본,국회,새누리당,환노위"	"노사평화,민주당,역주행,민주통합당,노사평화,시계,모양,민주당,타임오프,근로시간,면제,폐지,교섭,창구,단일화,골자,노동조합법,개정안,당론,결의,개정,법률안,국회,제출,민주당,개정안,시대,역행,제도,연혁,여야,정치권,포함,노사정,임금지급,노조전임자,임금지급,복수노조,제도,원칙적,합의,여건,미성숙,제도시행,2009년,절충,법안,통과,타임오프제,교섭,창구,단일,민주당,통과,의원,법안,통과,추미애,민주당,환노위,위원장,입장,7월,시행,타임오프제,초기,정착단계,사업장,도입률,98%,세계적,대세,미국,독일,프랑스,영국,선진국,노조,재정지원,부당노동행위,규제,일본,노조,전임자,휴직,처리,사회보험,회사,부담,정신,노사정,대타협,민주당,노조법,개정안,노조,일방,주장,노사관계,선진화,역행,무책임,처사,노사,평화,기류,한순간,파괴,행태,교섭,창구,단일화,폐지,노사관계,안정,위협,변수,작용,복수노조,제도,자체,사측,입장,교섭,이중부담,노노,갈등,소지,복수노조,제도,조항,교섭,창구,단일화,법제화,민주당,저의,정도,노동계,환심,대선,심산,노사관계,안정,한쪽,일방,희생,지속,가능,다수당,새누리당,시계추,13년,노조법,개정안,저지,새누리당,방치,환노위,여소야대,현실화"	"민주당,개정안,단일화,노사정,노사관계,새누리당,환노위,노사평화,복수노조,타임오프제,타임오프,임금지급,무책임,대타협,노조법,현실화,미국,독일,사회보험,프랑스,사업장,노동계,법률안,영국,정착단계,도입률,미성숙"	"민주통합당이 기어코 노사평화의 시계를 거꾸로 돌리려고 하는 모양이다. 민주당은 20일 타임오프(근로시간 면제)와 교섭창구 단일화 폐지를 골자로 한 노동조합법 개정안을 당론으로 결의했다. 조만간 개정 법률안을 국회에 제출할 것이라고 한다. 

 민주당의 개정안이 왜 시대에를 역행하는지는 두 제도의 연혁이 말해준다. 여야 정치권을 포함한 노사정은 지난 19.."	http://www.sednews.com/NewsView/1HOBC96QYY	
01500601.20120718110102001	20120718	매일신문		[사설] 박지원 민주당 원내대표 소환에 응하라	정치>국회_정당	 정치>행정_자치	 사회>사건_사고	범죄>범죄일반>사기			"정두언,임석,임건우,오문철,박,박지원"		"민주통합당,대검찰청,민주당,합동수사단,검찰수사,검찰,저축은행,교섭단,국회,새누리당,중앙수사부"	"박지원,민주당,원내대표,소환,원내대표,박지원,민주통합당,비리합동수사단,대검찰청,중앙수사부,산하,저축은행,비리,합동,수사단,19일,조사실,출석,통보,원내대표,회장,임석,솔로몬저축은행,1억,1억,불법자금,혐의,오문철,보해저축은행,대표,임건우,보해양조,대표,의혹,원내대표,대검,소환조사,박지원,원내대표,의원,새누리당,정두언,저축은행,스캔들,연루,국회의원,처지,정두언,의원,의원,마지막,액땜,검찰,출두,조사,원내대표,국민,의식,특권,선심,사기,약속,자발적,불법자금,의혹,불법자금,해소,검찰수사,협조,모습,정권교체,필생과제,제1야당,전략가,정치9단,세평,원내대표,정치검찰,수사,결백,입증,야당,집권시나리오,단계,신뢰,원내대표,수사,대선자금,물타기,수사,희생양,여론몰이,최선책,대표연설,국회,본회의,교섭단체,대표,연설,생명,저축은행,청탁,박지원,원내대표,주장,사실,검찰,소환장,심경,드라마,추적자,주인공,백홍석,손현주,억장,의혹,누명,검찰,저축은행,스캔들,성역,수사,대선자금"	"원내대표,저축은행,불법자금,박지원,1억,대선자금,정두언,교섭단체,대검찰청,솔로몬저축은행,임석,민주통합당,새누리당,필생과제,정권교체,제1야당,추적자,전략가,백홍석,수사단,정치9단,여론몰이,조사실,최선책,집권시나리오,검찰수사"	 박지원 민주통합당 원내대표가 대검찰청 중앙수사부 산하 저축은행 비리합동수사단으로부터 19일(목) 조사실로 출석하라는 통보를 받았다. 박 원내대표가 임석 솔로몬저축은행 회장으로부터 1억 원 상당의 불법자금을 받은 혐의이다. 오문철 전 보해저축은행 대표와 임건우 전 보해양조 대표로부터도 수천만 원을 받았다는 의혹을 같이 받고 있는 박 원내대표는 대검의 소..	http://www.imaeil.com/sub_news/sub_news_view.php?news_id=42383&yy=2012	
01100701.20120712100000062	20120712	세계일보		[사설] 검찰과 전쟁 벌이겠다는 민주당 대표	정치>국회_정당	 정치>행정_자치	 사회>사건_사고				"정두언,이,이상득,전,박,박지원"		"민주통합당,민주당,검찰,대책위원회,저축은행,이해찬,고위공직자비리수사처"	"검찰,전쟁,민주당,대표,대표,이해찬,민주통합당,검찰,정치공작,단죄,연일,검찰,공격,검찰,야당,정치공작,대책,위원회,발족,고위공직자비리수사처,신설,독립,검경,수사권,관련법,개정,추진,사실상,전면전,선포,민주당,전의,검찰,수사,대표,검찰,민주당,의원,내사,제보,저축은행,사태,박지원,원내대표,실명,거론,현실,자극,저축은행,흑막,정치권력,비호,개입,장기간,국민,검찰,이상득,의원,구속,정두언,의원,사전구속영장,청구,빙산,일각,개연성,국민,투명,진상규명,요구,검찰,과잉,수사,금물,비리,정치인,수사망,유유자적,검찰,분발,시점,민주당,검찰,상대,전쟁,시기적,상황적,오해,원내대표,위시,민주당,관계자,과거,실세,저축은행,사태,정권,정권,자유,혐의,사실,투명,대응,정치공세,검찰,예봉,차단,면죄부,하늘"	"민주당,저축은행,정치공작,원내대표,수사권,검경,정두언,민주통합당,면죄부,정치권력,사실상,고위공직자비리수사처,상황적,정치인,위원회,전면전,관련법,수사망,장기간,개연성,박지원,진상규명,관계자,사전구속영장,정치공세,이해찬,이상득"	"이해찬 민주통합당 대표가 “검찰의 정치공작을 아주 분명히 단죄하겠다”면서 연일 검찰을 공격한다. 어제는 ‘검찰의 야당에 대한 정치공작 대책위원회’를 발족하고 고위공직자비리수사처 신설, 검경 수사권 독립 등 관련법 개정을 추진키로 했다. 사실상 전면전을 선포한 셈이다.민주당이 전의를 다지는 것은 검찰 수사와 무관치 않은 일이다. 이 대표는 “검찰이 민주당.."	http://www.segye.com/Articles/RedirectArticleView.asp?aid=20120711023157&cid=0101100300000	
01100701.2012071110008648553	20120711	세계일보		[사설] 검찰과 전쟁 벌이겠다는 민주당 대표	사회>사건_사고	 사회>사회일반		범죄>성범죄>성폭행			"이,이상득,전,박,정두언,이해찬,박지원"		"저축은행,민주통합당,민주당,검찰,대책위원회,고위공직자비리수사처"	"검찰,전쟁,민주당,대표,대표,이해찬,민주통합당,검찰,정치공작,단죄,연일,검찰,공격,검찰,야당,정치공작,대책,위원회,발족,고위공직자비리수사처,신설,독립,검경,수사권,관련법,개정,추진,사실상,전면전,선포,민주당,전의,검찰,수사,대표,검찰,민주당,의원,내사,제보,저축은행,사태,박지원,원내대표,실명,거론,현실,자극,저축은행,흑막,정치권력,비호,개입,장기간,국민,검찰,이상득,의원,구속,정두언,의원,사전구속영장,청구,빙산,일각,개연성,국민,투명,진상규명,요구,검찰,과잉,수사,금물,비리,정치인,수사망,유유자적,검찰,분발,시점,민주당,검찰,상대,전쟁,시기적,상황적,오해,원내대표,위시,민주당,관계자,과거,실세,저축은행,사태,정권,정권,자유,혐의,사실,투명,대응,정치공세,검찰,예봉,차단,면죄부,하늘,Segye.com,인기,모텔,부패,시체2구,엄마,아기,TV방송,비난,결국,파격노출,하이힐,조명,성폭행,미수,초등교사,증세,경악,비결,OO"	"민주당,저축은행,정치공작,원내대표,수사권,검경,정두언,민주통합당,성폭행,하이힐,파격노출,시체2구,면죄부,사실상,고위공직자비리수사처,상황적,정치인,정치권력,위원회,tv방송,전면전,관련법,수사망,장기간,개연성,박지원,진상규명,관계자,사전구속영장,정치공세"	"이해찬 민주통합당 대표가 “검찰의 정치공작을 아주 분명히 단죄하겠다”면서 연일 검찰을 공격한다. 어제는 ‘검찰의 야당에 대한 정치공작 대책위원회’를 발족하고 고위공직자비리수사처 신설, 검경 수사권 독립 등 관련법 개정을 추진키로 했다. 사실상 전면전을 선포한 셈이다. 
 
민주당이 전의를 다지는 것은 검찰 수사와 무관치 않은 일이다. 이 대표는 “검찰이.."	http://www.segye.com/Articles/News/Opinion/Article.asp?aid=20120711023157&amp;subctg1=02&amp;subctg2=01	
01500401.20120710194915001	20120710	국제신문	유정환	5면/사설/민주당	미분류						"손학규,문재인,왕기춘"	"중구,세종특별자치시,서울,태릉선수촌,경남도"	"연합뉴스,민주통합당,건설청,관훈토론회,프레스센터,지지자"	"5면,사설,민주당,주자들,민주통합당,대선,민심,9일,문재인,왼쪽,상임고문,서울,태릉선수촌,방문,왕기춘,선수,상대,구사,김두관,경남도지사,건설청,세종특별자치시,행정중심복합도시,지지자,강아지,두관,손학규,오른쪽,상임고문,프레스센터,서울,중구,프레스,센터,대선,예비후보,초청,관훈,토론회,발언,이용우,ywlee,이용우,kookje.co.kr"	"이용우,서울,행정중심복합도시,세종특별자치시,상임고문,중구,민주통합당,5면,왕기춘,두관,김두관,손학규,문재인,토론회,경남도지사,지지자,오른쪽,관훈,민주당,ywlee,태릉선수촌,건설청,프레스센터,예비후보,주자들,kookje,대선,상대,선수,구사,강아지,사설,방문,왼쪽,발언,프레스,민심"	"민주통합당 대선 주자들이 민심잡기에 나섰다. 9일 문재인(왼쪽) 상임고문은 서울 태릉선수촌을 방문, 왕기춘 선수를 상대로 업어치기 기술을 구사했다. 김두관(가운데) 전 경남도지사는 세종특별자치시 행정중심복합도시 건설청을 찾아 한 지지자의 강아지인 ‘두관이’를 안아보고 있다. 손학규(오른쪽) 상임고문은 서울 중구 프레스센터에서 열린 대선 예비후보 초청 관.."		
01100701.20120706100000046	20120706	세계일보		[사설] 민주당이 문방위원장 내정자 놓고 펄펄 뛰는데 	정치>국회_정당	 정치>행정_자치					"한,홍영표,손학규"		"민주통합당,민주당,문화체육관광방송통신위,문방위,검찰,국회,새누리당,상임위"	"민주당,문방,위원장,내정자,민주통합당,새누리당,한선교,의원,국회,문화체육관광방송통신,위원장,내정,철회,요구,민주당,홍영표,정책위,수석,부의장,새누리당,의원,문방위원장,내정,문방위,정상적,운영,의사표현,성토,의원,호칭,호칭,파문,도청,의혹,민주당,6월,국회,당대표실,손학규,대표,최고위원들,문방,참석,비공개,회의,인상,KBS,수신료,논의,의원,문방위,다음날,국회,합의,수신료,인상,번복,민주당,비난,민주당,회의,발언,공개,민주당,야당,대표실,도청,의혹,제기,경찰,수사,의뢰,진상,미궁,휴대전화,이용,회의,도청,녹취록,의원,얘기,의원,측근,민주당,메모지,토대,정리,민주당,일소,검찰,경찰,의원,증거,무혐의,처리,뒷맛,파문,정가,상식,의원,파문,한복판,부인,사실,의원,민주당,무리,새누리당,의원,국회,상임위,국회,운영,민주당,협조,의원,상임위원장,자리,최소,유감,표명,새누리당,차원,노력,요구"	"민주당,새누리당,수신료,문방,위원장,문방위,내정자,문방위원장,정책위,한선교,다음날,손학규,무혐의,휴대전화,의사표현,최고위원들,뒷맛,부의장,비공개,한복판,당대표실,상임위원장,메모지,상임위,홍영표,kbs,민주통합당"	민주통합당이 새누리당의 한선교 의원 국회 문화체육관광방송통신위원장 내정 철회를 요구하고 있다. 민주당 홍영표 정책위 수석부의장은 어제 “새누리당이 이런 의원을 문방위원장에 내정한 것은 문방위를 정상적으로 운영하지 않겠다는 의사표현”이라고 성토했다. ‘이런 의원’이란 호칭 아닌 호칭이 나온 것은 지난해 도청 의혹 파문과 무관치 않다. 민주당은 지난해 6월..	http://www.segye.com/Articles/RedirectArticleView.asp?aid=20120705023299&cid=0101100300000	
02100601.20160124100104483	20120706	한국경제		[사설] 민주당의 '곽노현 구제법' 에잇 ! 진보당보다 못한 	정치>선거						"박명기,서울시교육감,후보자,곽노현,최재천"		"민주통합당,한국경제신문,민주당,통합진보당,교육감,진보당"	"민주당,곽노현,구제법,진보당,의원,최재천,민주통합당,10여명,곽노현,서울시,교육감,적용,후보자,매수죄,규정,제한,공직선거법,개정,선거,영향,목적,금품수수,처벌,현행법,처벌,사람들,구제,개정,소급적용,주장,곽노현,구제법,사후,후보,매수죄,적용,유죄판결,대표,케이스,교육감,후보자,끼리,사전,합의,사퇴,대가성,인정,후보,매수,행위,처벌,직선거법,위반,혐의,교육감,사퇴,박명기,후보,2억,후보,단일화,대가,선의,경제적,도움,변명,민주당,주장,개정법안,궤변,날개,교육감,법원,판결,이달,최재천,의원,소급입법,주장,후보자,매수,자리매매,면죄부,얘기,후보자끼리,사람,사퇴,투표,약속,금액,목적,출마,후보자들,공직자,선거,부정,부패,합법화,고착화,최재천,의원,사후,매수죄,처벌,정치,자유,개방성,본적,제약,주장,자리,공직자,후보,제약,정치탄압,유령당원,동원,복수투표,불사,부정선거,자행,통합진보당,주장,특정인과,특수,목적,입법권,법치,헌법,수호,국회의원,법치,법안을,상상,민주당,통제,모양이,한국,경제,구독,신청,온라인,기사,구매,서비스,한국,경제,모바일,한국경제신문"	"교육감,후보자,곽노현,매수죄,최재천,민주당,공직자,후보자끼리,온라인,직선거법,한국,민주통합당,구제법,끼리,당원,유령당원,합법화,복수투표,고착화,부정선거,개방성,국회의원,면죄부,법안을,경제적,공직선거법,모양이,유죄판결,입법권,정치탄압"	"최재천 민주통합당 의원 등 10여명이 곽노현 서울시교육감에게 적용된 후보자 
매수죄 규정을 엄격하게 제한하는 내용으로 공직선거법을 개정하겠다고 한다. 
선거에 영향을 끼칠 목적으로 금품수수가 이뤄졌을 때만 처벌하자는 것이다. 더
욱이 현행법에 따라 처벌받은 사람들도 구제받을 수 있게 개정된 법을 소급적용
하자는 해괴한 주장까지 하고 있다. 

누가 봐도.."		
01100701.2012070510008606619	20120705	세계일보		[사설] 민주당이 문방위원장 내정자 놓고 펄펄 뛰는데 	정치>국회_정당	 정치>행정_자치		사회>사회문제>자살			"손학규,홍영표,한,오원춘"		"민주통합당,민주당,문화체육관광방송통신위,문방위,검찰,국회,새누리당,상임위"	"민주당,문방,위원장,내정자,민주통합당,새누리당,한선교,의원,국회,문화체육관광방송통신,위원장,내정,철회,요구,민주당,홍영표,정책위,수석,부의장,새누리당,의원,문방위원장,내정,문방위,정상적,운영,의사표현,성토,의원,호칭,호칭,파문,도청,의혹,민주당,6월,국회,당대표실,손학규,대표,최고위원들,문방,참석,비공개,회의,인상,KBS,수신료,논의,의원,문방위,다음날,국회,합의,수신료,인상,번복,민주당,비난,민주당,회의,발언,공개,민주당,야당,대표실,도청,의혹,제기,경찰,수사,의뢰,진상,미궁,휴대전화,이용,회의,도청,녹취록,의원,얘기,의원,측근,민주당,메모지,토대,정리,민주당,일소,검찰,경찰,의원,증거,무혐의,처리,뒷맛,파문,정가,상식,의원,파문,한복판,부인,사실,의원,민주당,무리,새누리당,의원,국회,상임위,국회,운영,민주당,협조,의원,상임위원장,자리,최소,유감,표명,새누리당,차원,노력,요구,Segye.com,인기,13살,첫아이,3년,성관계,취업고민,30대,자살,발견,실종,여중생,4명,학교,격분,마약,수감자,호송,오원춘,비결,OO"	"민주당,새누리당,수신료,문방,위원장,문방위,내정자,문방위원장,수감자,정책위,한선교,다음날,오원춘,30대,여중생,취업고민,13살,4명,성관계,첫아이,손학규,무혐의,휴대전화,의사표현,최고위원들,뒷맛"	"민주통합당이 새누리당의 한선교 의원 국회 문화체육관광방송통신위원장 내정 철회를 요구하고 있다. 민주당 홍영표 정책위 수석부의장은 어제 “새누리당이 이런 의원을 문방위원장에 내정한 것은 문방위를 정상적으로 운영하지 않겠다는 의사표현”이라고 성토했다. 
 
‘이런 의원’이란 호칭 아닌 호칭이 나온 것은 지난해 도청 의혹 파문과 무관치 않다. 민주당은 지난해.."	http://www.segye.com/Articles/News/Opinion/Article.asp?aid=20120705023299&amp;subctg1=02&amp;subctg2=01	
02100601.20160124095949066	20120705	한국경제		[사설] 민주당의 '곽노현 구제법' 에잇 ! 진보당보다 못한 	정치>선거						"박명기,서울시교육감,후보자,곽노현,최재천"		"민주통합당,한국경제신문,민주당,통합진보당,교육감,진보당"	"민주당,곽노현,구제법,진보당,의원,최재천,민주통합당,10여명,곽노현,서울시,교육감,적용,후보자,매수죄,규정,제한,공직선거법,개정,선거,영향,목적,금품수수,처벌,현행법,처벌,사람들,구제,개정,소급적용,주장,곽노현,구제법,사후,후보,매수죄,적용,유죄판결,대표,케이스,교육감,후보자,끼리,사전,합의,사퇴,대가성,인정,후보,매수,행위,처벌,직선거법,위반,혐의,교육감,사퇴,박명기,후보,2억,후보,단일화,대가,선의,경제적,도움,변명,민주당,주장,개정법안,궤변,날개,교육감,법원,판결,이달,최재천,의원,소급입법,주장,후보자,매수,자리매매,면죄부,얘기,후보자끼리,사람,사퇴,투표,약속,금액,목적,출마,후보자들,공직자,선거,부정,부패,합법화,고착화,최재천,의원,사후,매수죄,처벌,정치,자유,개방성,본적,제약,주장,자리,공직자,후보,제약,정치탄압,유령당원,동원,복수투표,불사,부정선거,자행,통합진보당,주장,특정인과,특수,목적,입법권,법치,헌법,수호,국회의원,법치,법안을,상상,민주당,통제,모양이,한국,경제,구독,신청,온라인,기사,구매,서비스,한국,경제,모바일,한국경제신문"	"교육감,후보자,곽노현,매수죄,최재천,민주당,공직자,후보자끼리,온라인,직선거법,한국,민주통합당,구제법,끼리,당원,유령당원,합법화,복수투표,고착화,부정선거,개방성,국회의원,면죄부,법안을,경제적,공직선거법,모양이,유죄판결,입법권,정치탄압"	"최재천 민주통합당 의원 등 10여명이 곽노현 서울시교육감에게 적용된 후보자 
매수죄 규정을 엄격하게 제한하는 내용으로 공직선거법을 개정하겠다고 한다. 
선거에 영향을 끼칠 목적으로 금품수수가 이뤄졌을 때만 처벌하자는 것이다. 더
욱이 현행법에 따라 처벌받은 사람들도 구제받을 수 있게 개정된 법을 소급적용
하자는 해괴한 주장까지 하고 있다. 

누가 봐도.."		
01100101.20120703100000064	20120703	경향신문		"<사설>민주당의 ‘서울대 폐지론’, 합리적 토론 계기 돼야"	미분류						"전북대,강준만"	한국	"진보정당,민주통합당,정책위의장,민주당,국립,자연대,사립대,서울대학교,서울대,명문대,대학교육"	"사설,민주당,서울대,폐지,합리,토론,계기,돼야,한국,사회,쟁점,학벌문제,이론,여지,명문대학,간판,계층,만인,만인,투쟁,사회,싸움,꼭대기,국립,서울대학교,존재,서울대,폐교,학벌문제,폐해,절감,대중,분노,압축적,표현,서울대,폐교,전북대,강준만,교수,공개적,제기,이래,지식인들,시민사회단체,진보정당,논쟁,참여,정책위의장,민주통합당,이용섭,그제,간담회,민주당,집권,서울대,명칭,전국,국립대학,서울대,캠퍼스,서울대,학부,인문대,자연대,기초,학문,분야,전국,거점,국립대,학문별,특화,집중,육성,방안,민주당,대선,공약,제시,서울대,폐지,공론화,기회,대학,수직,서열,구조,학벌문제,민주당,방안,국립대,통폐합,방안,원칙적,공감,서울대,존치,상징,반대론,나름,논거,합리성,만큼,민주당,제기,한국,사회,대학교육,전면적,성찰,최선,대안,합리,토론,논쟁,계기,사실,동시,강조,합리,토론,방점,그동안,논의,건설적,대안모색적,서울대,만악,萬惡,근원,당장,서울대,자들,나라,세력,감정적,비논리적,16년,세월,의미,성과,까닭,측면,보수신문,자세,생각,신문,학벌,상징,선거,나라,3류,운운,핏발선,비난,감정,언사,서울대,폐지,반대,서울대,폐지,상징,학벌문제,대학개혁,합리,논의,공간,자체,원천적,부정,제1야당,대선공약,제기,만큼,국립대,통폐합,소요,재원,마련,명문,사립대,제2,서울대,군림,가능성,해법,신입생,선발,계층,사회,약자,배려,방안,치열,토론,진행"	"서울대,민주당,국립대,학벌문제,만큼,감정적,돼야,민주통합당,이용섭,3류,전북대,제2,대선공약,자들,한국,공개적,시민사회단체,지식인,압축적,보수신문,신입생,사회단체,자연대,지식인들,핏발선,가능성"	"한국 사회에서 가장 뜨거운 쟁점 가운데 하나가 학벌문제라는 데 별다른 이론의 여지가 없을 듯하다. 명문대학 간판을 따기 위해 모든 계층이 벌이고 있는 ‘만인의 만인에 대한 투쟁’이 궁극적으로는 사회 전체를 병들게 하고 있으며, 이러한 싸움의 맨 꼭대기에 국립 서울대학교가 존재한다는 것이다. 이른바 ‘서울대 폐교론’은 학벌문제의 폐해를 절감하고 있는 대중.."		
